"mcg";"gvh";"alm";"mit";"erl";"pox";"vac";"nuc";"SequenceName";"Class";"att11"
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TIF3_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"IF41_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"IF42_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"IF5_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"IF52_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"IF51_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"TIP1_YEAST";"ME1";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TP20_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"SRP1_YEAST";"ME1";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"SRP2_YEAST";"ME1";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"TKT1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TKT2_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TYSY_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TOA1_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TOA2_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TOP1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TOP2_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TOP3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TOR2_YEAST";"VAC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"TPIS_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"KAPA_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"KAPB_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"KAPC_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TPM1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TPM2_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TPS1_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TPS2_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TPS3_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TRK1_YEAST";"ME3";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TRK2_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TRNL_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TRM1_YEAST";"MIT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TRPF_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TRPE_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TRPG_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"TRPD_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TRP_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TSA_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"TSL1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TSM1_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TTP1_YEAST";"ME2";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"GLRX_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"TBA1_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TBB_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TBA3_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"EFTU_YEAST";"MIT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"TUP1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"TYE7_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"TYR1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"UBA1_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UBC1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UBC4_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UBC5_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UBC6_YEAST";"ME3";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UBC7_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"UBIQ_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"UBP1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"UBP2_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"UBP3_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"UBR1_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"UGA3_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"UGA4_YEAST";"ME3";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"UME5_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"UME6_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"UNG_YEAST";"NUC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PYRD_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"PYR1_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"UMPK_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RL21_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"RSU2_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"USO1_YEAST";"ME3";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"YEU2_YEAST";"NUC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"VAC1_YEAST";"VAC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"RMAR_YEAST";"MIT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"SYV_YEAST";"CYT";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"VATA_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"VM11_YEAST";"VAC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"VATB_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"VATL_YEAST";"VAC";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"VATE_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"VATC_YEAST";"VAC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"VATX_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"VATF_YEAST";"VAC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"VATD_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"VPH1_YEAST";"VAC";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"VM12_YEAST";"VAC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"VPS1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"VP15_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"VP16_YEAST";"CYT";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"VP17_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"YP51_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"SLP1_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"VP34_YEAST";"VAC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"VP45_YEAST";"CYT";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"VRP1_YEAST";"CYT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"OSTB_YEAST";"ME1";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"XRS2_YEAST";"NUC";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"YAA7_YEAST";"ME1";
"range2 [0.495 - inf]";"range1 [-inf - 0.495]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"YAB1_YEAST";"MIT";
"range2 [0.495 - inf]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"YAB8_YEAST";"ME1";
"range1 [-inf - 0.495]";"range1 [-inf - 0.495]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"YAB9_YEAST";"NUC";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range2 [0.225 - inf]";"YAC2_YEAST";"ME3";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range2 [0.225 - inf]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"YAE2_YEAST";"ME3";
"range1 [-inf - 0.495]";"range2 [0.495 - inf]";"range1 [-inf - 0.515]";"range1 [-inf - 0.225]";"range1 [-inf - 0.510]";"range1 [-inf - 0.250]";"range2 [0.515 - inf]";"range1 [-inf - 0.225]";"YAF1_YEAST";"NUC";
